公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收
6168 宏齊,2012/12/28,6,336,33,-23,100,38,3.21,,0.37,-10.15,-5.1,1.55,10,-40,33,38
2527 宏璟,2012/12/28,7,150,24,26,21,-40,-12.44,+,6.28,1.83,9.84,1.99,-20,-6096,102,16
2484 希華,2012/12/28,6,329,22,-6,94,19,3.44,,1.01,-3.25,0.02,2.58,5,1,29,23
2358 廷鑫,2012/12/28,7,327,5,-5,100,32,-0.69,,0.03,-2.62,-2.54,0.92,-54,33,8,9
2376 技嘉,2012/12/28,4,732,140,28,100,69,17.06,,0.01,4.99,2.53,1.34,-4,-5,1,458
2025 千興,2011/12/30,7,339,39,-18,75,92,-1.86,,0.14,-9.21,-4.85,1.37,-1,-21,37,64
1453 大將,2011/12/30,7,189,2,-6,81,-40,-1.67,,0.55,-2.03,-4.81,1.62,44,426,17,2
3701 大眾控,2011/12/30,9,331,101,-32,60,46,-1.69,,1.17,-6.44,-8.54,2.83,16,8,104,160
1611 中電,2011/12/30,5,636,63,53,94,68,4.25,,0.47,6.75,9.49,2.97,7,-2,18,74
9917 中保,2011/12/30,3,843,87,94,100,88,31.05,,0.21,12.63,17.59,2.37,2,-2,11,116
2474 可成,2011/12/30,3,933,140,108,100,29,115.1,+,0.73,14.76,38.34,1.12,-21,-11,45,359
2103 台橡,2011/12/30,4,978,140,120,90,68,56.72,+,0.37,24.05,18.4,1.73,2,4,56,551
1301 台塑,2011/12/30,3,896,140,77,100,86,452.14,,0.6,11.03,12.69,1.84,1,8,31,2170
2611 志信,2011/12/30,9,120,20,-12,41,-40,0.15,,4.46,-3.53,-6.35,2.9,-16,30,95,14
1201 味全,2011/12/30,4,433,135,20,48,-40,7.33,,0.88,2.27,4.19,1.8,5,102,134,256
2020 美亞,2011/12/30,7,351,61,-12,68,63,13.8,,0.79,-5.86,-2.15,2.08,2,6,67,76
2504 國產,2011/12/30,4,682,140,23,91,61,25.25,,0.77,3.09,4.79,2.14,-5,0,34,258
9919 康那香,2011/12/30,5,405,55,12,69,52,4.36,,1.11,2.31,2.87,2.01,-5,-1,89,57
3027 盛達,2011/12/30,6,389,12,0,100,65,3.15,,0.28,0.73,-0.8,1.63,-13,6,16,15
1216 統一,2011/12/30,3,681,140,40,64,87,332.81,,0.48,5.02,4.26,1.71,1,3,96,3880
3041 揚智,2011/12/30,4,662,41,67,100,80,3.58,,0.01,9.84,11.15,0,13,-2,0,37
1707 葡萄王,2011/12/30,5,751,29,120,100,34,8.49,,0.04,20.25,20.54,1.95,-3,20,3,38
2062 橋椿,2011/12/30,4,611,47,52,100,62,5.05,,0.19,7.62,7.49,1.02,1,2,26,54
4141 龍燈-KY,2011/12/30,6,545,56,86,63,-15,1.06,+,2.89,10.64,14.62,7.6,-3,-10,82,65
1310 台苯,2011/12/30,7,454,97,-14,72,86,-5.38,,0.37,-5.83,-3.13,1.62,2,-3,73,187
1902 台紙,2011/12/30,5,468,65,6,96,33,4.2,,0.3,1.87,2.27,1.33,-2,0,27,65
4956 光鋐,2011/12/30,7,583,13,83,100,10,3.34,,0.47,9.28,20.08,1.65,-6,8,25,12
2337 旺宏,2011/12/30,5,745,140,48,100,22,51,,0.6,4.34,12.52,1.17,-2,11,46,282
2028 威致,2011/12/30,8,323,66,3,33,85,2.7,,0.75,1.5,1.58,2.8,-12,-9,126,109
2448 晶電,2011/12/30,3,641,135,21,100,9,45.25,,1.63,0.26,9.87,2.3,18,-4,29,220
1529 樂士,2011/12/30,9,200,1,-11,91,-40,-0.42,,5.77,-2.99,-354.11,3.79,758,121,18,1
2633 台灣高鐵,2011/12/30,9,-425,140,80,-309,48,158.6,,27.5,3.12,37.41,2.3,1,0,1343,322
1413 宏洲,2011/12/30,7,298,31,-6,66,58,-1.29,,0.32,-2.69,-1.38,1.92,-1,12,60,43
6165 捷泰,2011/12/30,8,296,5,-21,100,50,-0.86,,0.19,-9.22,-14.33,7.46,9,12,2,8
2915 潤泰全,2011/12/30,6,609,84,56,77,42,26.5,,2.77,11.92,1.28,1.82,0,1,40,70
3593 力銘,2011/12/30,5,401,19,0,100,64,2.32,,0,0.34,-0.57,0,21,2,0,26
2491 吉祥全,2011/12/30,D,6,17,-34,38,-40,-3.9,,5.88,-10.44,-49.78,3.38,-33,55,79,12
1449 佳和,2011/12/30,D,-802,43,-44,-265,40,-2.49,,2.36,-3.47,-5.58,3.27,-1,-10,693,46
1457 宜進,2011/12/30,7,449,54,21,66,79,3.75,,1.05,1.32,9.48,2.18,-5,-9,78,60
2388 威盛,2011/12/30,7,258,65,-54,100,-9,-39.01,+,1.11,-21.72,-44.71,3.69,-4,22,13,54
1218 泰山,2011/12/30,6,431,69,-3,75,75,-1.23,,0.6,-0.1,-2.98,1.69,-1,5,83,101
2438 翔耀,2011/12/30,D,-77,3,-60,12,63,-0.83,,9.2,-21.33,-55.11,3.96,-68,-31,141,3
1472 三洋紡,2011/12/30,8,212,10,7,30,81,1.3,,1.14,1.32,3.61,2.66,-5,0,138,16
2353 宏碁,2011/12/30,4,603,140,-7,90,74,60.5,,0.21,-2.3,-0.51,4.1,8,4,31,4753
3049 和鑫,2011/12/30,7,132,73,-29,-1,77,-12.24,,3.07,-8.59,-17.3,1.98,-20,8,197,57
2008 高興昌,2011/12/30,D,-779,53,-46,-278,90,0.76,,4.39,-5.15,-5.45,3.77,2,5,569,52
2540 愛山林,2011/12/30,D,-348,1,-36,-113,99,-0.08,,28.45,-5.5,-155.73,2.1,-145,-268,310,0
1903 士紙,2011/12/30,7,373,36,-6,78,85,0.05,,0.39,-1.09,-5.64,0.97,-1,-6,25,24
1432 大魯閣,2011/12/30,8,217,11,20,58,-40,-1.56,,1.26,2.56,4.99,1.61,15,48,85,12
1516 川飛,2011/12/30,9,178,1,-23,95,-39,-0.42,,5.49,-10.32,-33.01,13.46,34,-2,0,1
1456 怡華,2011/12/30,D,-897,16,-60,-269,59,-0.17,,2.45,-6.68,-8.32,3.27,-4,-8,1086,22
2348 海悅,2011/12/30,D,6,1,40,-65,80,-0.06,,3.6,4.51,-10.32,3.9,-10,0,284,2
6176 瑞儀,2011/12/30,3,844,140,79,82,80,52.14,,0.36,11.53,7.39,1.76,-14,-1,78,634
2616 山隆,2011/12/30,5,565,72,27,92,46,3.92,,0.01,4.55,1.14,0.99,-2,-1,11,172
2506 太設,2011/12/30,D,609,82,70,47,95,2.21,+,2.83,6.77,13.32,3.45,-4,-34,95,85
9906 欣巴巴,2011/12/30,9,348,20,54,50,-2,-1.35,+,2.08,6.22,5.49,4.6,18,3,108,28
3321 同泰,2011/12/30,-,-372,14,-60,-69,-11,-3.22,,2.39,-9.2,-15,3.36,9,-9,316,18
1786 科妍,2011/12/30,6,585,1,108,100,-40,0.37,,0.19,16.22,30.11,1.47,,,0,1
3673 TPK-KY,2011/12/30,4,902,140,110,67,91,179.83,,0.35,17.22,11.71,2.35,-14,8,84,1434
3004 豐達科,2011/12/30,7,361,8,91,16,26,1.58,,2.4,8.51,15.84,2.49,8,16,182,10
2511 太子,2011/12/30,6,533,121,75,3,56,-11.28,+,4.07,5.73,17.9,2.39,5,210,167,146
9911 櫻花,2011/12/30,4,569,37,46,97,69,5.18,,0.23,6.17,6.61,1.56,2,-5,11,38
3682 亞太電,2011/12/30,3,1001,140,109,100,93,70.94,,0.25,17.1,22.21,2.55,3,1,7,256
1414 東和,2011/12/30,6,433,19,36,100,-12,0.44,,0.56,3.42,8.67,2.05,-23,-6,3,13
2408 南亞科,2011/12/30,9,-247,140,-60,-133,52,-157.03,,4.68,-30.73,-75.84,1.83,2,20,366,371
8150 南茂,2011/12/30,6,659,120,21,95,70,58.65,,1.67,1.99,7.58,2.69,11,8,68,182
2528 皇普,2011/12/30,9,-45,1,-12,10,-40,-0.74,,32.98,-2.59,-55.73,3.39,-625,-8889,60,1
1583 程泰,2011/12/30,6,505,61,70,71,-40,0.26,+,0.59,7.98,10.87,1.32,8,11,76,64
2344 華邦電,2011/12/30,6,562,140,2,75,52,95.19,,1.59,-0.24,2.51,2.96,9,17,47,347
1532 勤美,2011/12/30,7,522,121,40,67,-40,22.45,,1.4,3.61,9,2.02,15,-27,75,165
4919 新唐,2011/12/30,5,662,47,66,100,69,6.75,,0,10.34,7.58,0,3,7,0,73
4532 瑞智,2011/12/30,4,685,102,56,82,66,18.52,,0.79,7.73,6.23,3.52,8,-14,55,168
2331 精英,2011/12/30,5,664,140,2,98,86,21.96,,0.08,1.17,0.22,1.1,-6,1,20,727
1805 寶徠,2011/12/30,8,318,14,40,26,92,-4.02,,0.82,4.01,4.15,2.33,-18,113,150,15
3018 同開,2011/12/30,7,490,7,47,96,47,-0.01,,0.21,6.32,5.28,2.03,7,22,23,13
3037 欣興,2011/12/30,3,788,140,56,93,61,127.08,,0.53,5.92,10.64,1.3,8,3,60,661
2316 楠梓電,2011/12/30,5,550,69,25,92,60,8.28,,0.48,4.36,1.71,1.65,3,-1,40,78
2606 裕民,2011/12/30,4,734,94,68,93,37,25.47,,2.54,5.17,27.31,1.31,13,0,65,84
1477 聚陽,2011/12/30,3,762,79,95,86,61,6.43,+,0.22,16.74,9.34,5,1,11,11,151
2429 銘旺科,2011/12/30,9,-40,4,-60,36,24,-0.77,,1.95,-16.03,-27.04,2.42,54,-19,132,5
5469 瀚宇博,2011/12/30,4,469,140,14,40,25,32.26,,0.94,2.58,-1.55,1.57,-20,-3,161,408
2486 一詮,2011/12/30,6,408,52,-1,96,22,8.6,,1.31,-0.48,-0.42,2.76,19,9,62,50
3130 一零四,2011/12/30,5,666,15,81,100,93,2.84,,0,12.5,11.32,0.45,0,0,1,23
1515 力山,2011/12/30,6,279,27,-7,68,41,-0.61,,1.76,-1.89,-3.35,2.8,17,21,83,25
6239 力成,2011/12/30,4,871,140,94,93,29,119.32,,0.52,10.47,20.97,1.19,27,2,65,395
1447 力鵬,2011/12/30,5,528,118,0,72,74,-3.99,,0.25,0.27,0.84,1.48,-8,11,66,254
1307 三芳,2011/12/30,4,650,76,53,95,55,4.99,,0.33,6.86,7.51,1.24,3,10,44,101
1721 三晃,2011/12/30,8,248,11,-6,63,55,0.27,,1,-1.47,-2.56,2.54,4,3,89,18
2905 三商,2011/12/30,5,749,140,28,95,99,650.18,,0.04,0.54,-3.1,0.53,0,0,85,1159
9946 三發地產,2011/12/30,8,261,22,84,2,-40,-15.92,+,4.31,5.64,20.61,2.07,-6,-425,161,15
2206 三陽工業,2011/12/30,5,663,140,30,78,59,15.63,,0.96,4.26,3.33,2.75,-8,19,73,368
6128 上福,2011/12/30,5,636,11,91,100,40,2.72,,0.09,11.95,20.36,1.68,4,25,9,14
2049 上銀,2011/12/30,4,811,107,120,74,17,32.87,+,0.51,23.06,29.11,1.5,10,-3,69,158
1316 上曜,2011/12/30,8,191,10,-16,86,-40,-5.23,,0.98,-5.43,-8.82,2.01,15,27,52,10
1503 士電,2011/12/30,4,641,125,32,87,34,9.42,,0.16,3.99,5.78,0.93,-5,5,16,204
3008 大立光,2011/12/30,3,942,113,120,100,56,66.34,,0,23.57,35.57,0.03,-6,5,2,160
2371 大同,2011/12/30,7,418,140,-20,43,69,-36.16,,1.98,-4.53,-7.9,2.84,-3,8,128,1463
2027 大成鋼,2011/12/30,7,414,140,26,32,-40,-10.15,+,1.42,3.43,5.32,3.19,0,-22,152,410
1210 大成,2011/12/30,4,706,140,34,78,89,15.06,,0.2,5.77,2.13,2.13,1,1,49,841
1321 大洋,2011/12/30,6,415,57,-11,83,83,-0.44,,0.24,-4.19,-5,1.35,-1,0,20,57
1232 大統益,2011/12/30,4,724,71,63,100,92,7,,0.03,13.28,3.46,1.46,-1,-1,3,181
3167 大量,2011/12/30,5,617,21,108,97,-40,4.33,,0.35,13.54,17.99,1.98,25,39,39,26
1521 大億,2011/12/30,4,618,29,72,94,63,2.22,,0.04,11.1,7.1,1.38,1,2,0,42
3702 大聯大,2011/12/30,4,674,140,38,70,69,-62.85,+,0.2,5.55,2,1.87,-1,3,95,3323
2059 川湖,2011/12/30,4,729,33,110,100,33,9.05,,1.39,16.24,32.58,2.84,7,-1,32,26
5521 工信,2011/12/30,5,422,49,25,90,-21,-6.51,+,0.75,2.81,5.91,2.54,52,59,31,46
1762 中化生,2011/12/30,6,479,11,65,91,-11,1.45,,0.19,7.23,14.29,1.52,9,5,12,12
1535 中宇,2011/12/30,4,700,53,73,100,76,-4.87,+,0,11.75,5.46,1.29,4,6,0,85
1718 中纖,2011/12/30,7,707,140,37,78,80,64.77,,0.66,0.77,9.17,0.97,2,12,59,288
1701 中化,2011/12/30,6,403,56,32,76,-32,1.12,,0.45,3.85,5.6,1.02,3,4,56,50
1314 中石化,2011/12/30,5,908,140,79,100,92,83.27,,0.22,10.81,13.58,1.28,2,2,17,439
2104 國際中橡,2011/12/30,4,664,132,35,80,55,9.45,+,1.42,3.11,10.91,3.11,0,-3,63,233
1560 中砂,2011/12/30,5,640,35,78,97,47,9.44,,0.12,10.12,15.11,1.07,-5,11,5,38
2612 中航,2011/12/30,5,603,51,64,85,46,7.49,,4.01,4.49,23.72,2.03,5,0,78,34
2613 中櫃,2011/12/30,7,430,32,21,86,37,1.78,,1.12,2.36,4.9,2.02,2,0,57,25
2002 中鋼,2011/12/30,2,609,140,36,58,46,159.97,+,0.71,3.84,7.23,1.27,1,13,78,4010
2013 中鋼構,2011/12/30,5,510,98,35,58,35,-32.09,+,0.22,5.11,1.48,1.28,-2,7,88,182
2515 中工,2011/12/30,6,463,120,2,85,-40,9.97,,0.54,0.1,2.44,1.21,18,54,37,146
2204 中華,2011/12/30,4,744,140,28,100,80,16.19,,0.25,5.46,2.4,3.27,-2,6,7,448
2475 華映,2011/12/30,8,378,140,-46,49,91,3.2,,2.57,-12.15,-23.21,3.77,-3,5,105,615
1905 華紙,2011/12/30,4,504,77,1,95,60,0.61,,0.51,0.61,1.23,1.97,1,11,28,85
2610 華航,2011/12/30,6,235,140,-3,-29,46,78.09,,1.68,0.05,-0.67,1.99,-2,0,242,1423
2412 中華電,2011/12/30,1,929,140,86,100,90,754.11,,0.01,10.7,25.41,1.17,7,-1,0,2175
2450 神腦,2011/12/30,4,863,107,86,100,90,8.15,+,0,16.08,5.78,0,4,-7,0,275
9933 中鼎,2011/12/30,2,800,140,49,100,72,48.72,,0.18,5.24,4.94,1.61,-4,0,38,563
5388 中磊,2011/12/30,5,554,86,53,56,56,7.28,,0.5,6.11,4.7,2.06,4,-1,126,132
1513 中興電,2011/12/30,5,562,79,39,100,-13,16.47,,0.43,4.77,6.39,3.07,6,15,7,98
1723 中碳,2011/12/30,3,881,64,120,100,93,23.08,,0.03,31.04,26.63,1.6,0,6,3,91
2323 中環,2011/12/30,6,532,140,-9,75,54,36.86,,1.88,-2.94,-5.98,3.06,4,-9,40,250
2390 云辰,2011/12/30,7,217,11,-11,89,-40,-0.94,,1.54,-2.77,-19.12,2.86,6,141,19,9
3494 誠研,2011/12/30,6,299,20,-4,97,-22,1.11,,0.49,-1.97,-1.21,1.68,1,22,31,20
1733 五鼎,2011/12/30,4,647,14,120,100,-40,2.73,,0,26.09,30.24,0.38,26,13,0,19
2324 仁寶,2011/12/30,2,720,140,27,96,73,345.01,,0.07,3.77,2.01,1.42,12,0,13,6931
6209 今國光,2011/12/30,5,565,51,42,94,56,4.38,,0.19,5.65,6.1,1.65,4,11,20,61
2034 允強,2011/12/30,4,618,113,24,85,67,5.71,,0.19,4.32,1.71,1.13,0,-12,66,274
6443 元晶,2011/12/30,-,-77,4,-40,25,-40,-13.57,+,8.42,-14.51,-147.15,1.56,,,131,3
4938 和碩,2011/12/30,4,627,140,3,87,77,68.37,,0.1,1.28,0.55,1.42,0,3,45,5999
2705 六福,2011/12/30,7,357,51,19,63,-40,3.49,,2.03,2.15,5.65,2.43,0,12,65,34
2444 兆勁,2011/12/30,8,260,15,-10,79,24,-2.09,,0.76,-3.27,-3.58,2.56,6,27,51,20
6142 友勁,2011/12/30,6,397,80,-1,60,61,6.63,,0.59,0.26,-1.07,1.51,5,12,119,115
2332 友訊,2011/12/30,4,669,140,30,91,26,7.27,,0.1,4.35,3.37,1.69,-2,26,14,325
2409 友達,2011/12/30,6,420,140,-35,57,74,145.15,,1.42,-9.78,-14.46,2.55,10,6,106,3797
1233 天仁,2011/12/30,4,614,14,83,100,38,2.86,,0,12.76,13.35,8.62,0,-4,0,21
6225 天瀚,2011/12/30,9,82,4,-60,75,28,0.19,,1.35,-28.85,-45.36,3.61,-4,-14,31,8
4934 太極,2011/12/30,7,262,45,-25,55,85,-5.49,,1.47,-8.01,-15.05,2.51,8,0,84,40
3036 文曄,2011/12/30,4,709,140,47,80,48,-9.67,+,0.12,6.6,2.51,1.28,8,5,73,707
2451 創見,2011/12/30,4,899,135,85,100,76,35.09,,0.02,15.28,10.9,2.57,-5,7,0,302
2547 日勝生,2011/12/30,6,506,115,79,2,32,-82.26,+,5.31,5.99,23.48,3.03,-2,446,156,125
3090 日電貿,2011/12/30,5,579,19,72,100,25,1.07,,0.03,10.78,10.56,1.06,9,27,5,28
1227 佳格,2011/12/30,3,890,100,114,100,50,24.54,,0.05,21.46,14.49,1.5,3,-5,6,198
1732 毛寶,2011/12/30,6,360,4,6,100,34,0.31,,0,2.1,2.04,0,2,8,0,7
2727 王品,2011/12/30,4,738,47,118,91,-40,13.1,,0,23.07,12.78,0,,,0,77
2383 台光電,2011/12/30,5,677,89,61,89,49,11.47,,0.41,8.18,6.88,2.33,-3,1,43,147
8039 台虹,2011/12/30,5,607,61,63,95,13,2.21,,0.65,7.51,11.44,1.82,21,14,46,65
6269 台郡,2011/12/30,4,802,63,120,100,17,10.19,,0.3,19.26,20.06,2.23,-1,7,13,76
8011 台通,2011/12/30,5,612,14,75,100,61,1.26,,0.17,12.72,8.11,1.89,-9,-19,14,22
2314 台揚,2011/12/30,8,93,61,-60,48,7,-14.48,,0.61,-20.01,-22.12,1.37,22,31,135,67
1724 台硝,2011/12/30,5,722,20,118,94,48,3.58,,0.12,19.52,19.19,1.05,-4,14,16,26
6505 台塑化,2011/12/30,3,715,140,37,80,84,402.43,,0.36,5.97,3.05,1.65,-3,3,92,8004
3532 台勝科,2011/12/30,5,474,93,6,75,47,21.74,,0.38,0.67,3.33,1.41,-1,5,19,85
1309 台達化,2011/12/30,6,540,93,18,74,77,-6.41,+,0.25,3.03,1.11,1.26,8,1,93,184
2308 台達電,2011/12/30,1,786,140,52,97,61,180.73,,0.23,6.68,6.59,1.04,9,11,47,1721
1220 台榮,2011/12/30,6,496,28,31,99,51,2.47,,0.22,4.73,3.83,1.59,0,15,32,37
4746 台耀,2011/12/30,6,490,21,65,80,12,-0.12,,0.19,8.71,9.85,0.98,20,17,46,26
2636 台驊投控,2011/12/30,6,546,43,42,95,33,-0.38,,0.27,6.2,2.77,2.61,10,0,63,79
1215 卜蜂,2011/12/30,4,499,89,6,74,80,1.1,,0.18,2.04,0.65,1.52,4,5,60,177
1614 三洋電,2011/12/30,4,516,55,13,100,68,4.09,,0.04,3.09,1.84,0.76,4,10,6,64
2841 台開,2011/12/30,9,307,21,64,38,-40,-0.52,+,2.85,3.54,29.04,0.6,-349,14673,102,14
3045 台灣大,2011/12/30,1,953,140,119,75,92,248.48,,0.31,17.46,21.67,1.71,-3,4,36,814
1326 台化,2011/12/30,3,827,140,60,96,79,503.79,,0.58,8.59,8.42,1.74,2,4,49,3961
1101 台泥,2011/12/30,3,759,140,62,72,77,146.84,+,2.19,6,13.68,2.55,7,4,80,1185
2338 光罩,2011/12/30,5,512,28,36,100,49,7.18,,0.37,3.76,10.08,1.74,5,4,9,23
2642 宅配通,2011/12/30,-,657,14,94,100,35,2.91,,0,14.96,10.49,0,5,0,0,25
2330 台積電,2011/12/30,1,1000,140,112,100,85,2476.01,,0.15,18.05,33.15,1.17,2,-1,9,4271
5608 四維航,2011/12/30,6,347,58,67,-2,50,18.5,,4.38,3.98,30.35,1.17,1,0,196,41
9921 巨大,2011/12/30,3,778,140,72,82,35,27.44,+,0.28,9.72,7.9,1.73,1,8,53,474
1539 巨庭,2011/12/30,8,162,9,-4,51,4,-0.29,,1.02,-0.97,-2,2,-15,19,97,12
6192 巨路,2011/12/30,4,689,50,85,100,34,3.95,,0.09,12.45,11.42,2.03,4,8,11,69
1475 本盟,2011/12/30,9,-182,4,-60,-26,70,-0.63,,5.12,-11.05,-21.94,4.18,26,23,206,5
4906 正文,2011/12/30,5,611,122,6,92,73,15.48,,0.28,1.69,0.79,1.74,-13,-2,40,282
1538 正峰新,2011/12/30,7,240,13,-16,62,77,-0.28,,2.48,-5,-16.27,2.8,3,-9,53,10
2392 正崴,2011/12/30,4,649,140,24,76,70,54.66,,0.35,3.24,2.79,1.62,-9,-4,77,816
1904 正隆,2011/12/30,4,586,140,31,57,44,8.62,+,1.47,3.39,6.23,2.93,4,6,109,439
2105 正新,2011/12/30,3,693,140,67,47,70,64.51,+,1.07,7.73,9.49,2.04,2,6,135,1200
1506 正道,2011/12/30,7,255,16,15,66,-19,0.93,,1.5,2.45,3.12,3.5,2,0,59,16
3149 正達,2011/12/30,5,725,72,81,98,45,2.94,+,0.93,9.78,15.55,1.9,-25,-19,41,73
1507 永大,2011/12/30,4,692,104,62,100,-2,4.49,+,0.01,7.55,10.51,1.56,15,-13,1,156
3705 永信,2011/12/30,4,553,48,66,100,-40,3.56,,0.18,8.16,13.8,2.16,1,25,8,45
1726 永記,2011/12/30,3,628,63,66,100,4,3.86,,0.04,9.83,10.82,1.94,-1,15,2,78
1323 永裕,2011/12/30,6,501,24,62,73,49,3.12,,1.16,7.48,9.27,2.74,6,0,91,29
1907 永豐餘,2011/12/30,4,630,140,29,66,63,31.68,,1.06,4.15,3.08,1.92,4,5,93,535
3406 玉晶光,2011/12/30,4,736,71,91,88,58,18.29,,0.97,12.04,15.43,3.32,-1,-10,28,84
3026 禾伸堂,2011/12/30,4,647,96,35,100,52,12.29,,0.16,5.02,4.79,0.95,2,3,27,156
2472 立隆電,2011/12/30,5,568,52,57,87,33,3.93,,0.61,7.93,7.33,1.78,-3,7,51,61
3054 立萬利,2011/12/30,6,461,13,19,100,78,-1.58,,0.07,4.26,-0.42,1.44,-5,6,6,23
3058 立德,2011/12/30,6,455,55,10,86,57,0.69,,0.19,2.08,0.73,1.51,14,3,44,80
2439 美律,2011/12/30,5,462,62,7,94,37,3.9,,0.12,1.29,3.29,1.34,14,13,15,78
2419 仲琦,2011/12/30,6,447,46,26,81,35,4.15,,0.29,3.14,3.7,1.85,36,25,68,59
2485 兆赫,2011/12/30,3,694,74,62,100,62,7.8,,0.06,9.57,8.03,2.15,-10,2,4,107
6285 啟碁,2011/12/30,3,804,140,66,88,65,15.11,+,0.28,8.9,6.68,2.22,7,5,52,340
2461 光群雷,2011/12/30,6,392,34,2,100,18,1.21,,0.66,0.68,2.26,2.01,9,7,41,32
2340 光磊,2011/12/30,5,602,70,47,96,33,10.45,,0.7,5.1,8.89,1.79,6,9,39,73
2301 光寶科,2011/12/30,3,756,140,45,92,64,163.42,,0.26,5.55,5.51,2.18,5,7,33,2305
2509 全坤建,2011/12/30,5,526,33,81,59,42,4.07,,2.28,7.35,26.45,2.11,-1,-33,59,21
6281 全國電,2011/12/30,4,689,62,64,98,79,4.94,,0,10.59,4.1,0,1,6,0,127
3015 全漢,2011/12/30,4,660,97,39,100,49,9.77,,0.02,5.23,4.27,2.59,6,5,2,179
1618 合機,2011/12/30,6,408,35,2,100,32,0.23,,0.03,1.29,1.81,2.81,2,27,0,35
6271 同欣電,2011/12/30,4,757,61,86,100,78,16.45,,0.08,11.72,17.95,1.99,2,10,3,63
1442 名軒,2011/12/30,6,442,35,98,30,-13,-4.53,+,3.79,10.03,33.39,2.22,-7,-24,105,23
9943 好樂迪,2011/12/30,5,756,32,112,100,48,8.66,,0.24,17.76,19.86,1.35,-1,1,14,36
4414 如興,2011/12/30,D,8,21,43,-46,-23,1.41,,1.72,4.49,4.18,2.53,-2,-16,290,27
8271 宇瞻,2011/12/30,6,641,47,53,100,88,3.91,,0.01,9.3,3.98,12.65,6,10,0,94
3528 安馳,2011/12/30,6,559,17,60,97,57,2.32,,0.28,8.37,6.13,2.53,16,31,33,28
8021 尖點,2011/12/30,5,519,31,64,95,-23,6.68,,2.08,5.64,17.96,3.11,18,-2,34,22
6196 帆宣,2011/12/30,5,519,84,5,97,45,0.23,,0.11,1.33,0.58,3.94,-3,-5,9,141
1451 年興,2011/12/30,4,587,90,26,100,30,2.32,,0.14,3.75,5.45,1.07,7,15,13,131
9934 成霖,2011/12/30,4,498,106,-1,85,34,-2.18,,0.6,-0.16,-0.59,2.29,5,13,67,185
4119 旭富,2011/12/30,5,535,8,92,85,-9,2.5,,0.01,12.1,19.21,0.08,-1,14,16,10
1525 江申,2011/12/30,6,555,14,58,100,54,1.04,,0,10.88,5.06,0,1,-1,0,13
6152 百一,2011/12/30,5,613,70,53,87,53,5.11,,0.18,6.89,4.89,1.63,20,7,51,117
3591 艾笛森,2011/12/30,5,506,30,41,100,23,0.97,,0.27,4.38,9.67,1.29,32,23,23,25
1558 伸興,2011/12/30,4,759,33,112,100,59,5.26,,0.05,19.37,14.37,0.94,7,5,19,48
5305 敦南,2011/12/30,5,519,79,17,83,62,8.98,,0.75,2.75,3.33,1.47,6,9,54,86
3052 夆典,2011/12/30,6,320,55,28,17,76,-27.98,+,1.11,2.77,4.06,1.89,2,-348,162,53
6277 宏正,2011/12/30,4,648,37,90,90,32,7.25,,0.38,12.61,15.57,2.53,-1,16,21,44
1236 宏亞,2011/12/30,5,522,20,60,80,62,2.79,,0.22,7.58,8.73,1.02,-2,-4,50,25
3605 宏致,2011/12/30,4,694,46,89,99,38,11.62,,0.41,10.52,17.98,1.68,-12,3,29,46
1612 宏泰,2011/12/30,4,515,48,19,100,61,-0.82,,0.07,4.1,2.56,3.7,-1,0,2,58
1452 宏益,2011/12/30,5,501,16,28,100,85,3.24,,0,4.47,4.96,0,2,1,0,23
2534 宏盛,2011/12/30,6,103,6,40,3,-40,-9.83,+,24.84,0.56,20.6,1.42,-4,19081,86,6
2536 宏普,2011/12/30,5,375,45,67,41,-40,-18.54,+,3.6,4.75,28,1.45,-42,1214,82,30
2498 宏達電,2011/12/30,2,1007,140,120,95,82,882.78,,0.01,27.83,15.49,7,-9,0,0,4658
6168 宏齊,2011/12/30,5,363,37,-2,92,20,2.13,,0.32,-0.63,-2.26,1.21,14,-11,27,37
2527 宏璟,2011/12/30,7,43,4,19,6,-40,-3.15,,27.34,4.83,-40.51,1.86,12,-1759,88,3
2484 希華,2011/12/30,6,348,26,-3,97,14,1.22,,1.05,-1.34,-0.62,2.67,7,17,43,25
2358 廷鑫,2011/12/30,7,281,3,-12,100,12,-0.39,,0.01,-6.23,-6.41,0,49,0,0,6
2376 技嘉,2011/12/30,4,752,140,32,100,76,45.33,,0.01,5.63,2.57,2.93,5,7,0,454
2025 千興,2010/12/31,7,424,32,7,83,88,3.73,,0.26,2.97,-4.01,1.91,1,-5,24,44
1453 大將,2010/12/31,7,224,4,14,71,-40,0.1,,1.46,2.4,4.06,2.13,7,-94,51,5
3701 大眾控,2010/12/31,9,142,110,-29,-19,67,-6.67,,1.21,-4.83,-7.08,2.71,-27,-17,229,196
1611 中電,2010/12/31,5,626,61,48,100,61,0.34,,0.32,6.44,7.73,2.29,-19,-22,21,64
9917 中保,2010/12/31,2,824,85,89,100,88,25.02,,0.22,11.66,16.63,2.17,2,-3,11,112
2474 可成,2010/12/31,3,763,135,80,85,-3,45.97,,0.94,7.82,24.42,1.11,-23,-30,60,218
